"paper_id","forward_backward","screener_initials","include_exclude","inconclusive_note","exclude_t0_calcofi_report","exclude_t1_not_marine_species","exclude_t2_outdated_pre1900","exclude_t3_not_poleward","exclude_t3_not_in_BC_CA_OR_WA","exclude_t4_not_in_temperate_enpacific","latin_name","species_reference","common_name","taxonomic_rank","life_stage_verbatim","observation_location_verbatim","latitude_verbatim","longitude_verbatim","latitude","latitude_reference","longitude","longitude_reference","year","month","day","time","historical_north_range_verbatim_archived","historical_north_range_reference_archived","screening_notes","extension_confidence_criteria","NA"
187,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
188,"Forwards","JKS","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
189,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Crucigera websteri","Benedict, 1887","","species","Juvenile specimen","Humboldt Bay, CA","","",40.724912,"Google Maps","","","2003","September","",NA,"Santa Barbara Island","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
189,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Hydroides gracilis","Bush, 1905","","species","","San Francisco, CA","","",37.76588,"Google Maps","","","2000","September","",NA,"Pacfic Grove, CA","Bush 1905","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
189,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Hydroides gracilis","Bush, 1905","","species","","San Francisco, CA","","",37.76588,"Google Maps","","","2001","September","",NA,"Pacfic Grove, CA","Bush 1905","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
189,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Hydroides elegans","Haswell, 1883","","species","","Humboldt Bay, CA","","",40.724912,"Google Maps","","","2003","September","",NA,"San Francisco, CA","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
190,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
191,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"Sea of Cortez","Martin & Haney, 2005","","","Exclude"
192,"Forwards","TVT","Include","",NA,NA,NA,"",NA,"","Neolithodes diomedeae","Benedict, 1895","","species","adult","Central California","37°13 26.4N","123°12 00W",37.224,"Paper","-123.2","Paper","1999","October","25",NA,"Previous northernmost records were reported from the Gulf of California at 23°39 N at 1382 m depth (Parker, 1964) and between 16°33 N and 00°04 S off Mexico and Ecuador","Haig, 1974","","Long-term monitoring site","Include"
192,"Forwards","TVT","Include","",NA,NA,NA,"",NA,"","Neolithodes diomedeae","Benedict, 1895","","species","adult","Central California","34°58 51.6N","121°35 60.0W",34.981,"Paper","-121.6","Paper","2000","November","4",NA,"Previous northernmost records were reported from the Gulf of California at 23°39 N at 1382 m depth (Parker, 1964) and between 16°33 N and 00°04 S off Mexico and Ecuador","Haig, 1974","","Long-term monitoring site","Include"
192,"Forwards","TVT","Include","",NA,NA,NA,"",NA,"","Neolithodes diomedeae","Benedict, 1895","","species","adult","Central California","36°42 46.8N","122°17 60.0W",36.713,"Paper","-122.3","Paper","2001","October","31",NA,"Previous northernmost records were reported from the Gulf of California at 23°39 N at 1382 m depth (Parker, 1964) and between 16°33 N and 00°04 S off Mexico and Ecuador","Haig, 1974","","Long-term monitoring site","Include"
193,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
194,"Forwards","TVT","Inconclusive","Timing of range shift unclear",NA,NA,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Inconclusive"
195,"Forwards","BGL","Exclude","paper references other papers discussing the range extensions - JKS",NA,NA,NA,"TRUE",NA,"","Dosidicus gigas","","humboldt squid","species","","Monterey Bay ","","",NA,"","","","1998","jan-mar (winter)","",NA,"","","cool fun fact! After an initial pulse of Humboldt squid sightings in this region associated with the 1997/1998 El Niño (Fig. 2b), Humboldt squid were not seen until 2002, and were then encountered in every year through 2010.","","Exclude"
196,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
197,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
198,"Forwards","TVT","Include","",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Tuna crab","species","","","36.80N","",36.8,"Paper","","","2013","","",NA,"27.84N","Putnam-Abbott and Haderlie, 1980","The year range is ambiguously 2013-2015 for all.","Opportunistic","Include"
198,"Forwards"," JKS","Inconclusive","More specific data for this event was availble in paper 379 and is added there.",NA,NA,NA,"",NA,"","Arbacia stellata","","Spiny Black Urchin","species","","","37.00°N","",37,"Paper","","","2013","","",NA,"27.84N","Kroh and Mooi, 2015","The year range is ambiguously 2013-2015 for all.","","Inconclusive"
198,"Forwards"," JKS","Include","",NA,NA,NA,"",NA,"","Lytechinus pictus","","Painted Sea Urchin","species","","","36.80°N","",36.8,"Paper","","","2013","","",NA,"34.45°N ","Love et al., 2005;","The year range is ambiguously 2013-2015 for all.","Opportunistic","Include"
198,"Forwards"," JKS","Include","",NA,NA,NA,"",NA,"","Argonauta argo","","Greater Argonaut","species","","","36.80°N","",36.8,"Paper","","","2013","","",NA,"34.00°N","Love et al., 2005;","The year range is ambiguously 2013-2015 for all.","Opportunistic","Include"
199,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
200,"Forwards","EJW","Exclude","",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
201,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Penitella fitchi","Turner, 1955","Fitch piddock","species","adult","Monterey, California","","",36.6,"Google Maps","","","1977","April and August","",NA,"~ Redondo Beach, California","Kennedy 1974","this is a long lived clam. ","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Exclude"
202,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
203,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
204,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
205,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","Dissodactylus lockingtoni","Glassell 1935","","species","","Dissodactylus lockingtoni has never before been reported outside the Gulf of California and thus its occurence in Costa Rica represents about a 20 degree southward extension","","",NA,"","","","","","",NA,"Gulf of California","","also describes a range shift of Dissodactylus glasseli but from El Salvador to Costa Rica (3 degrees of latitude) and that originally the sample from El Salvador was misidentified as Dissodactylus lockingtoni, also note these are parasites....I can't remember if we are including them","","Exclude"
206,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
207,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
208,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
209,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
210,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
211,"Forwards","EJW","Exclude","",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
212,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
213,"Forwards","EJW","Exclude","",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
214,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
215,"Forwards","EJW","Exclude","",NA,NA,NA,"",TRUE,"TRUE","","","","","","","","",NA,"","","","","","",NA,"","","poleward shift only along the coast of chile","","Exclude"
216,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
217,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
218,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
219,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
220,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
221,"Forwards","JKS","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
222,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
223,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Pyrosoma atlanticum","Peron, 1804","","species","","Washington","","",46.288831,"Google Maps","","","2014","","",NA,"Pyrosomes are relatively common off of the California coast south of Cape Mendocino","","","Long-term monitoring site","Include"
223,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Pyrosoma atlanticum","Peron, 1804","","species","","Washington","","",46.288831,"Google Maps","","","2015","","",NA,"Pyrosomes are relatively common off of the California coast south of Cape Mendocino","","","Long-term monitoring site","Include"
223,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Pyrosoma atlanticum","Peron, 1804","","species","","Washington","","",46.288831,"Google Maps","","","2016","","",NA,"Pyrosomes are relatively common off of the California coast south of Cape Mendocino","","","Long-term monitoring site","Include"
223,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Pyrosoma atlanticum","Peron, 1804","","species","","Vancouver Island, BC, Canada","49","",49,"Paper","","","2017","August","",NA,"Pyrosomes are relatively common off of the California coast south of Cape Mendocino","","","Long-term monitoring site","Include"
224,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
225,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
226,"Forwards","JKS","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
227,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
228,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
229,"Forwards","JKS","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
230,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
231,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
232,"Forwards","JKS","Exclude","",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
233,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","Pyrosoma atlanticum","","","species","","Newport, OR","44.652","−124.295",44.652,"Paper","-124.295","Paper","2018","July","3-12",NA,"this isn't really another extension, it's just another datapoint matching up with the extension event that began in 2014.","low","","","Exclude"
234,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
235,"Forwards","JKS","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
236,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
237,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
238,"Forwards","JKS","Exclude","invasion in progress",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
239,"Forwards","JKS","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
240,"Forwards","JKS","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
241,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
242,"Forwards","JKS","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
243,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
244,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
245,"Forwards","JKS","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
246,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
247,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
248,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
249,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
250,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
251,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
252,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
253,"Forwards","EJW","Exclude","",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
254,"Forwards","EJW","Exclude","",NA,NA,NA,"",TRUE,"","Pinnixa eburna","Wells","Pea Crab","Species","","near Victoria, at Oak and Cordova Bays, which extends its known range slightly northward and across the international border","","",NA,"","","","1952","","",NA,"San Juan Island, Puget Sound Washington","","","","Exclude"
254,"Forwards","EJW","Exclude","",NA,NA,NA,"",TRUE,"","Pachycheles pubescens","Holmes","","Species","","Goose Island, about 52 degrees north latitude","52 degrees north","",NA,"","","","1948","","",NA,"The former northern limit was Esperanza Inlet, Vancouver Island","Hart ibid","","",""
254,"Forwards","EJW","Exclude","",NA,NA,NA,"",TRUE,"","Pufettia richii","Dana","spider crab","species","","Goose Island","52 degrees north?","",NA,"","","","1948?","","",NA,"found previously as far north as Esperanza Inlet","Hart ibid","","",""
254,"Forwards","EJW","Exclude","",NA,NA,NA,"",TRUE,"","Petrolisthes eriomerus","Stimpson","porcelain crab","species","","Langara Island, some 140 miles farther north","","",NA,"","","","1952","May","24",NA,"was previously recorded from Flamingo Harbour, on the south-west tip of Moresby Island of the Queen Charlotte group","Josephine F. L. Hart. ""Reptant decapod crustacea of the west coasts of Vancouver and Queen Charlotte Islands, British Columbia"" Canadian Journal of Research, D, 18:86-105. 1940","","",""
255,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
256,"Forwards","EJW","Inconclusive","*read and check for papers to add to the backwards search. this is a highly relevant paper even though I don't think it has the data we're looking for for this spreadsheet. I dropped it in the slack for you, Jordana Sevigny",NA,NA,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Inconclusive"
257,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
258,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
259,"Forwards","EJW","Exclude","",NA,NA,NA,"",TRUE,"TRUE? (tropical?)","Chione tumens","","","species","","Bahía de Chamela is located in the central part of the Mexican Tropical Pacific between Punta Rivas (19°34'36""N, 105°08'33""W) and Punta Chamela (19°30'52""N, 105°04'56""W)","19°34'36""N and/or 19°30'52""N","105°08'33""W and/or 105°04'56""W",NA,"","","","2007-2018","","",NA,"Pacific coast of BCS (25 N) south to Cabo San Lucas, into the Gulf of California as far as north as Bahia La Choya and Babia San Carlos, Sonora","(Huber 2010, Coan and Valentich-Scott 2012)","*more precise info might be possible if you go through the data in this paper","","Exclude"
259,"Forwards","EJW","Exclude","",NA,NA,NA,"",TRUE,"TRUE? (tropical?)","Caryocorbula ovulata","","","species","","Bahía de Chamela is located in the central part of the Mexican Tropical Pacific between Punta Rivas (19°34'36""N, 105°08'33""W) and Punta Chamela (19°30'52""N, 105°04'56""W)","19°34'36""N and/or 19°30'52""N","105°08'33""W and/or 105°04'56""W",NA,"","","","2007-2018","","",NA,"Bahia Jianilla, Guanacaste, Coast of Costa Rica to Cabo Blanco, Piura, Peru","(Coan and Valentich-Scott 2012","*more precise info might be possible if you go through the data in this paper","",""
259,"Forwards","EJW","Exclude","",NA,NA,NA,"",TRUE,"TRUE? (tropical?)","Lottia stanfordiana","","","species","","Bahía de Chamela is located in the central part of the Mexican Tropical Pacific between Punta Rivas (19°34'36""N, 105°08'33""W) and Punta Chamela (19°30'52""N, 105°04'56""W)","19°34'36""N and/or 19°30'52""N","105°08'33""W and/or 105°04'56""W",NA,"","","","2007-2018","","",NA,"Head of the Gulf of California south to Guaymas and Espiritu Santo Island, BCS","Keen 1971","*more precise info might be possible if you go through the data in this paper","",""
259,"Forwards","EJW","Exclude","",NA,NA,NA,"",TRUE,"TRUE? (tropical?)","Tegula corteziana","","","species","","Bahía de Chamela is located in the central part of the Mexican Tropical Pacific between Punta Rivas (19°34'36""N, 105°08'33""W) and Punta Chamela (19°30'52""N, 105°04'56""W)","19°34'36""N and/or 19°30'52""N","105°08'33""W and/or 105°04'56""W",NA,"","","","2007-2018","","",NA,"from north Gulf of California, Cerralvo Island south to Guaymas, Sonora, These were also recorded in Puerto Peñasco, Sonora,  Cabo Tepoca, Sonora, Mexico, are also records from Nuevo Vallarta, Nayarit and Bahia Ouhira, Ahome,
Sinaloa (NaturaLista https://www.naturalista.mx), but still need to be validated by experts;","Keen 1971","*more precise info might be possible if you go through the data in this paper","",""
259,"Forwards","EJW","Exclude","",NA,NA,NA,"",TRUE,"TRUE? (tropical?)","Tegula verdispira","","","species","","Bahía de Chamela is located in the central part of the Mexican Tropical Pacific between Punta Rivas (19°34'36""N, 105°08'33""W) and Punta Chamela (19°30'52""N, 105°04'56""W)","19°34'36""N and/or 19°30'52""N","105°08'33""W and/or 105°04'56""W",NA,"","","","2007-2018","","",NA,"Originally recorded in Maria Magdalena Island, Tres Marias Islands, Mexico. also recorded in Bahia Los Frailes, southern end of the Baja California
Peninsula (McLean 1970). Pacific coast of BCS (24°N), south to Cabo San Lucas, into the
Gulf of California","","*more precise info might be possible if you go through the data in this paper","",""
259,"Forwards","EJW","Exclude","",NA,NA,NA,"",TRUE,"TRUE? (tropical?)","Anachis adelinae","","","species","","Bahía de Chamela is located in the central part of the Mexican Tropical Pacific between Punta Rivas (19°34'36""N, 105°08'33""W) and Punta Chamela (19°30'52""N, 105°04'56""W)","19°34'36""N and/or 19°30'52""N","105°08'33""W and/or 105°04'56""W",NA,"","","","2007-2018","","",NA,"Bahia Magdalena, Baja California, through the Gulf to the Sonoran coast (Keen 1971, Skoglund 2002). Bahia Magdalena BCS, Mazatlan Sinaloa, south to Sayulita, Nayarit (Hendrickx and Brusca 2005);","","*more precise info might be possible if you go through the data in this paper","",""
259,"Forwards","EJW","Exclude","",NA,NA,NA,"",TRUE,"TRUE? (tropical?)","Haminoea vesicula","","","species","","Bahía de Chamela is located in the central part of the Mexican Tropical Pacific between Punta Rivas (19°34'36""N, 105°08'33""W) and Punta Chamela (19°30'52""N, 105°04'56""W)","19°34'36""N and/or 19°30'52""N","105°08'33""W and/or 105°04'56""W",NA,"","","","2007-2018","","",NA,"Originally described from shells collected in the southern coast of California (Gould 1855), has also been recorded from Ketchikan, Alaska, through the Coast of Wahington (Dall 1919), California to the coast of the Baja California peninsula and the Gulf of California (Baker and Hanna 1927, Hermosillo et al. 2006).","","*more precise info might be possible if you go through the data in this paper","",""
260,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
261,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
262,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
263,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
264,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
265,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
266,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
267,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
268,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
269,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
270,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
271,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
272,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
273,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
274,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
275,"Forwards","EJW","Inconclusive","*the range of this species was poorly documented and the authors assert that some of the more northerly occurences are linked to anomalous oceanographic events such as El Nino and not part of the species northern range but its hard to parse out discrete shift events from what is presented here",NA,NA,NA,"TRUE?",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
276,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
277,"Forwards","EJW","Exclude","",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
278,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
279,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
280,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
281,"Forwards","EJW","Exclude","",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
282,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
283,"Forwards","EJW","Inconclusive","Can't find the paper itself, mentions range extensions but all into Alaska so unless these are from the species coming up California probably not relevant, also sponges from bottom trawls...probably deep-sea",NA,NA,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Inconclusive"
284,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
285,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
286,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
287,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
288,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
289,"Forwards","EJW","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
290,"Forwards","EJW","Inconclusive","*documents a continuous shift in species composition through the Gulf of California not discrete poleward shifts of species - could have some info pertaining to that in the data but requires digging",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
291,"Forwards","JKS","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
292,"Forwards","JKS","Exclude","",TRUE,NA,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
293,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
294,"Forwards","JKS","Exclude","",TRUE,NA,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
295,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
296,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
297,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
298,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
299,"Forwards","EJW","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
300,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
301,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
302,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
