"paper_id","forward_backward","include_exclude","exclude_t0_calcofi_report","exclude_t1_not_marine_species","exclude_t2_outdated_pre1900","exclude_t3_not_poleward","exclude_t3_not_in_BC_CA_OR_WA","exclude_t4_not_in_temperate_enpacific","latin_name","species_reference","common_name","taxonomic_rank","life_stage_verbatim","observation_location_verbatim","latitude_verbatim","longitude_verbatim","latitude","latitude_reference","longitude","longitude_reference","year","month","day","time","historical_north_range_verbatim_archived","historical_north_range_reference_archived","extension_confidence_criteria","NA."
210,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
211,"Forwards","Exclude",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
212,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
213,"Forwards","Exclude",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
214,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
215,"Forwards","Exclude",NA,NA,NA,"",TRUE,"TRUE","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
216,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
217,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
218,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
219,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
220,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
221,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
222,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
223,"Forwards","Include",NA,NA,NA,"",NA,"","Pyrosoma atlanticum","Peron, 1804","","species","","Washington","","",46.288831,"Google Maps",-123.671945416237,"R generated","2014","","",NA,"Pyrosomes are relatively common off of the California coast south of Cape Mendocino","","Long-term monitoring site","Include"
223,"Forwards","Include",NA,NA,NA,"",NA,"","Pyrosoma atlanticum","Peron, 1804","","species","","Washington","","",46.288831,"Google Maps",-123.671945416237,"R generated","2015","","",NA,"Pyrosomes are relatively common off of the California coast south of Cape Mendocino","","Long-term monitoring site","Include"
223,"Forwards","Include",NA,NA,NA,"",NA,"","Pyrosoma atlanticum","Peron, 1804","","species","","Washington","","",46.288831,"Google Maps",-123.671945416237,"R generated","2016","","",NA,"Pyrosomes are relatively common off of the California coast south of Cape Mendocino","","Long-term monitoring site","Include"
223,"Forwards","Include",NA,NA,NA,"",NA,"","Pyrosoma atlanticum","Peron, 1804","","species","","Vancouver Island, BC, Canada","49","",49,"Paper",-123.579344684795,"R generated","2017","August","",NA,"Pyrosomes are relatively common off of the California coast south of Cape Mendocino","","Long-term monitoring site","Include"
224,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
225,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
226,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
227,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
228,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
229,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
230,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
231,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
232,"Forwards","Exclude",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
233,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","Pyrosoma atlanticum","","","species","","Newport, OR","44.652","−124.295",44.652,"Paper",-124.295,"Paper","2018","July","3-12",NA,"this isn't really another extension, it's just another datapoint matching up with the extension event that began in 2014.","low","","Exclude"
234,"Forwards","Include",NA,NA,NA,"",NA,"","Stramonita biserialis","","","species","","northern Baja, 30.5","30.5","",30.5,"Paper",-114.633342062008,"R generated","1971","","",NA,"historic northern range limit was in the region of Punta Eugenia (~27.8ºN; Keen, 1971).","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Exclude"
234,"Forwards","Include",NA,NA,NA,"",NA,"","Stramonita biserialis","","","species","","northern Baja, 32.3","32.3","",32.3,"Paper",-117.037064437931,"R generated","1947","","",NA,"historic northern range limit was in the region of Punta Eugenia (~27.8ºN; Keen, 1971).","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Exclude"
234,"Forwards","Include",NA,NA,NA,"",NA,"","Stramonita biserialis","","","species","","33.5ºN: inaturalist.org/observations/9674212","33.5","",33.5,"Paper",-117.749328266462,"R generated","2018","","",NA,"historic northern range limit was in the region of Punta Eugenia (~27.8ºN; Keen, 1971).","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Exclude"
234,"Forwards","Include",NA,NA,NA,"",NA,"","Stramonita biserialis","","","species","","Scripps reserve (32.9ºN)","32.9","",32.9,"Paper",-117.256404133878,"R generated","2017","","",NA,"historic northern range limit was in the region of Punta Eugenia (~27.8ºN; Keen, 1971).","","Long-term monitoring site","Exclude"
234,"Forwards","Include",NA,NA,NA,"",NA,"","Plicopurpura columellaris","","","species","","Punta Clambey (27.6ºN),","27.6","",27.6,"Paper",-114.780522401525,"R generated","2017","","",NA,"historic northern limit, based on museum records (1979; LACM), was around Punta Pequeña on the Pacific coast of Baja Sur (~26.2ºN).","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Exclude"
235,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
236,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
237,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
238,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
239,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
240,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
241,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
242,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
243,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
244,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
245,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
246,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
247,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
248,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
249,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
250,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
251,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
252,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
253,"Forwards","Exclude",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
254,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","Pinnixa eburna","Wells","Pea Crab","Species","","near Victoria, at Oak and Cordova Bays, which extends its known range slightly northward and across the international border","","",NA,"",NA,"","1952","","",NA,"San Juan Island, Puget Sound Washington","","","Exclude"
254,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","Pachycheles pubescens","Holmes","","Species","","Goose Island, about 52 degrees north latitude","52 degrees north","",NA,"",NA,"","1948","","",NA,"The former northern limit was Esperanza Inlet, Vancouver Island","Hart ibid","",""
254,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","Pufettia richii","Dana","spider crab","species","","Goose Island","52 degrees north?","",NA,"",NA,"","1948?","","",NA,"found previously as far north as Esperanza Inlet","Hart ibid","",""
254,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","Petrolisthes eriomerus","Stimpson","porcelain crab","species","","Langara Island, some 140 miles farther north","","",NA,"",NA,"","1952","May","24",NA,"was previously recorded from Flamingo Harbour, on the south-west tip of Moresby Island of the Queen Charlotte group","Josephine F. L. Hart. ""Reptant decapod crustacea of the west coasts of Vancouver and Queen Charlotte Islands, British Columbia"" Canadian Journal of Research, D, 18:86-105. 1940","",""
255,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
256,"Forwards","Inconclusive",NA,NA,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Inconclusive"
257,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
258,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
259,"Forwards","Exclude",NA,NA,NA,"",TRUE,"TRUE? (tropical?)","Chione tumens","","","species","","Bahía de Chamela is located in the central part of the Mexican Tropical Pacific between Punta Rivas (19°34'36""N, 105°08'33""W) and Punta Chamela (19°30'52""N, 105°04'56""W)","19°34'36""N and/or 19°30'52""N","105°08'33""W and/or 105°04'56""W",NA,"",NA,"","2007-2018","","",NA,"Pacific coast of BCS (25 N) south to Cabo San Lucas, into the Gulf of California as far as north as Bahia La Choya and Babia San Carlos, Sonora","(Huber 2010, Coan and Valentich-Scott 2012)","","Exclude"
259,"Forwards","Exclude",NA,NA,NA,"",TRUE,"TRUE? (tropical?)","Caryocorbula ovulata","","","species","","Bahía de Chamela is located in the central part of the Mexican Tropical Pacific between Punta Rivas (19°34'36""N, 105°08'33""W) and Punta Chamela (19°30'52""N, 105°04'56""W)","19°34'36""N and/or 19°30'52""N","105°08'33""W and/or 105°04'56""W",NA,"",NA,"","2007-2018","","",NA,"Bahia Jianilla, Guanacaste, Coast of Costa Rica to Cabo Blanco, Piura, Peru","(Coan and Valentich-Scott 2012","",""
259,"Forwards","Exclude",NA,NA,NA,"",TRUE,"TRUE? (tropical?)","Lottia stanfordiana","","","species","","Bahía de Chamela is located in the central part of the Mexican Tropical Pacific between Punta Rivas (19°34'36""N, 105°08'33""W) and Punta Chamela (19°30'52""N, 105°04'56""W)","19°34'36""N and/or 19°30'52""N","105°08'33""W and/or 105°04'56""W",NA,"",NA,"","2007-2018","","",NA,"Head of the Gulf of California south to Guaymas and Espiritu Santo Island, BCS","Keen 1971","",""
259,"Forwards","Exclude",NA,NA,NA,"",TRUE,"TRUE? (tropical?)","Tegula corteziana","","","species","","Bahía de Chamela is located in the central part of the Mexican Tropical Pacific between Punta Rivas (19°34'36""N, 105°08'33""W) and Punta Chamela (19°30'52""N, 105°04'56""W)","19°34'36""N and/or 19°30'52""N","105°08'33""W and/or 105°04'56""W",NA,"",NA,"","2007-2018","","",NA,"from north Gulf of California, Cerralvo Island south to Guaymas, Sonora, These were also recorded in Puerto Peñasco, Sonora,  Cabo Tepoca, Sonora, Mexico, are also records from Nuevo Vallarta, Nayarit and Bahia Ouhira, Ahome,
Sinaloa (NaturaLista https://www.naturalista.mx), but still need to be validated by experts;","Keen 1971","",""
259,"Forwards","Exclude",NA,NA,NA,"",TRUE,"TRUE? (tropical?)","Tegula verdispira","","","species","","Bahía de Chamela is located in the central part of the Mexican Tropical Pacific between Punta Rivas (19°34'36""N, 105°08'33""W) and Punta Chamela (19°30'52""N, 105°04'56""W)","19°34'36""N and/or 19°30'52""N","105°08'33""W and/or 105°04'56""W",NA,"",NA,"","2007-2018","","",NA,"Originally recorded in Maria Magdalena Island, Tres Marias Islands, Mexico. also recorded in Bahia Los Frailes, southern end of the Baja California
Peninsula (McLean 1970). Pacific coast of BCS (24°N), south to Cabo San Lucas, into the
Gulf of California","","",""
259,"Forwards","Exclude",NA,NA,NA,"",TRUE,"TRUE? (tropical?)","Anachis adelinae","","","species","","Bahía de Chamela is located in the central part of the Mexican Tropical Pacific between Punta Rivas (19°34'36""N, 105°08'33""W) and Punta Chamela (19°30'52""N, 105°04'56""W)","19°34'36""N and/or 19°30'52""N","105°08'33""W and/or 105°04'56""W",NA,"",NA,"","2007-2018","","",NA,"Bahia Magdalena, Baja California, through the Gulf to the Sonoran coast (Keen 1971, Skoglund 2002). Bahia Magdalena BCS, Mazatlan Sinaloa, south to Sayulita, Nayarit (Hendrickx and Brusca 2005);","","",""
259,"Forwards","Exclude",NA,NA,NA,"",TRUE,"TRUE? (tropical?)","Haminoea vesicula","","","species","","Bahía de Chamela is located in the central part of the Mexican Tropical Pacific between Punta Rivas (19°34'36""N, 105°08'33""W) and Punta Chamela (19°30'52""N, 105°04'56""W)","19°34'36""N and/or 19°30'52""N","105°08'33""W and/or 105°04'56""W",NA,"",NA,"","2007-2018","","",NA,"Originally described from shells collected in the southern coast of California (Gould 1855), has also been recorded from Ketchikan, Alaska, through the Coast of Wahington (Dall 1919), California to the coast of the Baja California peninsula and the Gulf of California (Baker and Hanna 1927, Hermosillo et al. 2006).","","",""
260,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
261,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
262,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
263,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
264,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
265,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
266,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
267,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
268,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
269,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
270,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
271,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
272,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
273,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
274,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
275,"Forwards","Inconclusive",NA,NA,NA,"TRUE?",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
276,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
277,"Forwards","Exclude",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
278,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
279,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
280,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
281,"Forwards","Exclude",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
282,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
283,"Forwards","Inconclusive",NA,NA,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Inconclusive"
284,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
285,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
286,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
287,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
288,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
289,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
290,"Forwards","Inconclusive",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
291,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
292,"Forwards","Exclude",TRUE,NA,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
293,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
294,"Forwards","Exclude",TRUE,NA,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
295,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
296,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
297,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
298,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
299,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
300,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
301,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
302,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
303,"Forwards","Include",NA,NA,NA,"",NA,"","Kelletia kelletii","","Kellet's whelk","species","adult","Hopkins Marine Life Refuge, Monterey Bay","N36 °37.27'","W121 °54.10′",36.6212,"Paper",-121.9017,"Paper","1980","","",NA,"""Point Conception was the historic northern range limit for K. kelletii""","","Long-term monitoring site","Include"
304,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
305,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
306,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
307,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
308,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
309,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
310,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
311,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
312,"Forwards","Exclude",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
313,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
314,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
315,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
316,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
317,"Forwards","Include",NA,NA,NA,"",NA,"","Mexacanthina lugubris","","Dark unicorn whelk","species","adult","Orange County","33.5","",33.5,"Paper",-117.749328266462,"R generated","1937","","",NA,"Baja California; Prior to the 1970s, the northern range limit of M. l. lugubris was located near Ensenada (Radwin 1974; Becker 2005), approximately two degrees south of its contemporary northern limit. ","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
317,"Forwards","Include",NA,NA,NA,"",NA,"","Mexacanthina lugubris","","Dark unicorn whelk","species","adult","Orange County","33.5","",33.5,"Paper",-117.749328266462,"R generated","1955","","",NA,"Baja California; Prior to the 1970s, the northern range limit of M. l. lugubris was located near Ensenada (Radwin 1974; Becker 2005), approximately two degrees south of its contemporary northern limit. ","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
317,"Forwards","Inconclusive",NA,NA,NA,"",NA,"","Mexacanthina lugubris","","Dark unicorn whelk","species","adult","Thousand Steps Beach, CA","33.49°N","− 117.739",33.49,"Paper",-117.739,"Paper","2003","","",NA,"Baja California; Prior to the 1970s, the northern range limit of M. l. lugubris was located near Ensenada (Radwin 1974; Becker 2005), approximately two degrees south of its contemporary northern limit. ","","","Inconclusive"
318,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
319,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
320,"Forwards","Exclude",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
321,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
322,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
323,"Forwards","Exclude",NA,NA,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
324,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
325,"Forwards","Inconclusive",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
326,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
327,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
328,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
329,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
330,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
331,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
332,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
333,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
334,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
335,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
336,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
337,"Forwards","Exclude",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
338,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
339,"Forwards","Exclude",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
340,"Forwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
341,"Forwards","Exclude",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
342,"Forwards","Include",NA,NA,NA,"",NA,"","Eurypon reiswigi","","sponge","","","Kuchenin Pt, Sechelt Inlet, British Columbia","49° 37.060' N","123° 48.229' W",49.6177,"Paper",-123.8038,"Paper","2012","","",NA,"Mexico","","Opportunistic","Include"
342,"Forwards","Include",NA,NA,NA,"",NA,"","Eurypon scruposus","","sponge","","","Christie Islet, Howe Sd, British Columbia","49° 29.919' N","123° 17.985' W",49.4987,"Paper",-123.2998,"Paper","2011","","",NA,"Mexico","","Opportunistic","Include"
342,"Forwards","Include",NA,NA,NA,"",NA,"","Oceanapia polytuba","","sponge","","","Execution Rock Cave, Barkley Sd, British Columbia","48° 49.9' N","125° 10.7' W",48.8317,"Paper",-125.1783,"Paper","1975","","",NA,"Gulf of California","","Opportunistic","Include"
