"paper_id","forward_backward","screener_initials","include_exclude","inconclusive_note","exclude_t0_calcofi_report","exclude_t1_not_marine_species","exclude_t2_outdated_pre1900","exclude_t3_not_poleward","exclude_t3_not_in_california","latin_name","species_reference","common_name","taxonomic_rank","life_stage_verbatim","observation_location_verbatim","latitude_verbatim","longitude_verbatim","latitude","latitude_reference","longitude","longitude_reference","year","month","day","time","historical_north_range_verbatim_archived","historical_north_range_reference_archived","screening_notes","extension_confidence_criteria"
192,"Forwards","TVT","Include","",NA,NA,NA,NA,NA,"Neolithodes diomedeae","Benedict, 1895","","species","adult","Central California","34°58 51.6N","121°35 60.0W",34.981,"Paper",-121.6,"","2000","November","4",NA,"Previous northernmost records were reported from the Gulf of California at 23°39 N at 1382 m depth (Parker, 1964) and between 16°33 N and 00°04 S off Mexico and Ecuador","Haig, 1974","","Long-term monitoring site"
192,"Forwards","TVT","Include","",NA,NA,NA,NA,NA,"Neolithodes diomedeae","Benedict, 1895","","species","adult","Central California","36°42 46.8N","122°17 60.0W",36.713,"Paper",-122.3,"","2001","October","31",NA,"Previous northernmost records were reported from the Gulf of California at 23°39 N at 1382 m depth (Parker, 1964) and between 16°33 N and 00°04 S off Mexico and Ecuador","Haig, 1974","","Long-term monitoring site"
193,"Forwards","TVT","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
194,"Forwards","TVT","Inconclusive","Mentions poleward shifts, but doesn't really talk about what historic ranges actually are",NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
195,"Forwards","BGL","Exclude","paper references other papers discussing the range extensions - JKS",NA,NA,NA,TRUE,NA,"Dosidicus gigas","","humboldt squid","species","","Monterey Bay ","","",NA,"",NA,"","1998","jan-mar (winter)","",NA,"","","cool fun fact! After an initial pulse of Humboldt squid sightings in this region associated with the 1997/1998 El Niño (Fig. 2b), Humboldt squid were not seen until 2002, and were then encountered in every year through 2010.",""
196,"Forwards","TVT","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
197,"Forwards","TVT","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
198,"Forwards","TVT","Include","The years are unclear - JKS",NA,NA,NA,NA,NA,"Pleuroncodes planipes","","Tuna crab","species","","","36.80N","",36.8,"Paper",-121.791780117123,"R generated","2013","","",NA,"27.84N","Putnam-Abbott and Haderlie, 1980","The year range is ambiguously 2013-2015 for all.","Opportunistic"
198,"Forwards"," JKS","Inconclusive","More specific data for this event was availble in paper 379 and is added there.",NA,NA,NA,NA,NA,"Arbacia stellata","","Spiny Black Urchin","species","","","37.00°N","",37,"Paper",NA,"","2013","","",NA,"27.84N","Kroh and Mooi, 2015","The year range is ambiguously 2013-2015 for all.",""
198,"Forwards"," JKS","Include","The years are unclear - JKS",NA,NA,NA,NA,NA,"Lytechinus pictus","","Painted Sea Urchin","species","","","36.80°N","",36.8,"Paper",-121.791780117123,"R generated","2013","","",NA,"34.45°N ","Love et al., 2005;","The year range is ambiguously 2013-2015 for all.","Opportunistic"
198,"Forwards"," JKS","Include","The years are unclear - JKS",NA,NA,NA,NA,NA,"Argonauta argo","","Greater Argonaut","species","","","36.80°N","",36.8,"Paper",-121.791780117123,"R generated","2013","","",NA,"34.00°N","Love et al., 2005;","The year range is ambiguously 2013-2015 for all.","Opportunistic"
199,"Forwards","TVT","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
200,"Forwards","EJW","Exclude","",NA,NA,TRUE,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
201,"Forwards","JKS","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
202,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
203,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
204,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
205,"Forwards","EJW","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
206,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
207,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
208,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
209,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
210,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
211,"Forwards","EJW","Exclude","",NA,NA,TRUE,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
212,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
213,"Forwards","EJW","Exclude","",NA,NA,TRUE,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
214,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
215,"Forwards","EJW","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
216,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
217,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
218,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
219,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
220,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
221,"Forwards","JKS","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
222,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
223,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Pyrosoma atlanticum","Peron, 1804","","species","","Washington","","",46.288831,"Google Maps",-123.671945416237,"R generated","2014","","",NA,"Pyrosomes are relatively common off of the California coast south of Cape Mendocino","","","Long-term monitoring site"
223,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Pyrosoma atlanticum","Peron, 1804","","species","","Washington","","",46.288831,"Google Maps",-123.671945416237,"R generated","2015","","",NA,"Pyrosomes are relatively common off of the California coast south of Cape Mendocino","","","Long-term monitoring site"
223,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Pyrosoma atlanticum","Peron, 1804","","species","","Washington","","",46.288831,"Google Maps",-123.671945416237,"R generated","2016","","",NA,"Pyrosomes are relatively common off of the California coast south of Cape Mendocino","","","Long-term monitoring site"
223,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Pyrosoma atlanticum","Peron, 1804","","species","","Vancouver Island, BC, Canada","49","",49,"Paper",-123.579344684795,"R generated","2017","August","",NA,"Pyrosomes are relatively common off of the California coast south of Cape Mendocino","","","Long-term monitoring site"
224,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
225,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
226,"Forwards","JKS","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
227,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
228,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
173,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
229,"Forwards","JKS","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
230,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
231,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
232,"Forwards","JKS","Exclude","",NA,NA,TRUE,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
233,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"Pyrosoma atlanticum","","","species","","Newport, OR","44.652","−124.295",44.652,"Paper",-124.295,"Paper","2018","July","3-12",NA,"this isn't really another extension, it's just another datapoint matching up with the extension event that began in 2014.","low","",""
234,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
235,"Forwards","JKS","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
236,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
237,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
238,"Forwards","JKS","Exclude","invasion in progress",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
239,"Forwards","JKS","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
240,"Forwards","JKS","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
241,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
242,"Forwards","JKS","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
243,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
244,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
245,"Forwards","JKS","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
246,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
247,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
248,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
249,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
250,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
251,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
252,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
253,"Forwards","EJW","Exclude","",NA,NA,TRUE,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
254,"Forwards","EJW","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
255,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
256,"Forwards","EJW","Inconclusive","*read and check for papers to add to the backwards search. this is a highly relevant paper even though I don't think it has the data we're looking for for this spreadsheet. I dropped it in the slack for you, Jordana Sevigny",NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
257,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
258,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
259,"Forwards","EJW","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
260,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
261,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
262,"Forwards","EJW","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
263,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
264,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
265,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
266,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
267,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
268,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
269,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
270,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
271,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
272,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
273,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
274,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
275,"Forwards","EJW","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
276,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
277,"Forwards","EJW","Exclude","",NA,NA,TRUE,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
278,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
279,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
280,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
281,"Forwards","EJW","Exclude","",NA,NA,TRUE,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
282,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
278,"Forwards","TVT","Inconclusive","Details global range shifts across broad groupings (benthic inverts, seabirds, etc) rather than individual species",NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
283,"Forwards","EJW","Inconclusive","Can't find the paper itself, mentions range extensions but all into Alaska so unless these are from the species coming up California probably not relevant, also sponges from bottom trawls...probably deep-sea",NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
284,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
285,"Forwards","EJW","Inconclusive","data used is from CalCOFI and analysis is primarily related to abundance - JKS",NA,NA,NA,NA,NA,"Salpa maxima","","","species","","Southern California","","",NA,"",NA,"","1951-1976","","",NA,"","","*seen here in 1951-1976 but then essentially absent from the region thereafter",""
285,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
286,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
287,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
288,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
289,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
290,"Forwards","EJW","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
291,"Forwards","JKS","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
292,"Forwards","JKS","Exclude","",TRUE,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
293,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
294,"Forwards","JKS","Exclude","",TRUE,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
295,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
296,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
297,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
298,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
299,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
299,"Forwards","JKS","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
300,"Forwards","EJW","Exclude","",NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
300,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
301,"Forwards","EJW","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
301,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
302,"Forwards","EJW","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
302,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
303,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","see 393",""
303,"Forwards","AF","Include","",NA,NA,NA,NA,NA,"Kelletia kelletii","","Kellet's whelk","species","adult","Hopkins Marine Life Refuge, Monterey Bay","N36 °37.27'","W121 °54.10′",36.6212,"Paper",-121.9017,"Paper","1980","","",NA,"""Point Conception was the historic northern range limit for K. kelletii""","","","Long-term monitoring site"
304,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
305,"Forwards","AF","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
306,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
307,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
308,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
309,"Forwards","AF","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
310,"Forwards","AF","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
311,"Forwards","AF","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
312,"Forwards","AF","Exclude","",NA,NA,TRUE,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
313,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
314,"Forwards","AF","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
315,"Forwards","AF","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
316,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
317,"Forwards","AF","Include","",NA,NA,NA,NA,NA,"Mexacanthina lugubris","","Dark unicorn whelk","species","adult","Orange County","33.5","",33.5,"Paper",-117.749328266462,"R generated","1937","","",NA,"Baja California; Prior to the 1970s, the northern range limit of M. l. lugubris was located near Ensenada (Radwin 1974; Becker 2005), approximately two degrees south of its contemporary northern limit. ","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
317,"Forwards","AF","Include","",NA,NA,NA,NA,NA,"Mexacanthina lugubris","","Dark unicorn whelk","species","adult","Orange County","33.5","",33.5,"Paper",-117.749328266462,"R generated","1955","","",NA,"Baja California; Prior to the 1970s, the northern range limit of M. l. lugubris was located near Ensenada (Radwin 1974; Becker 2005), approximately two degrees south of its contemporary northern limit. ","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
317,"Forwards","AF","Inconclusive","The years are unclear - JKS",NA,NA,NA,NA,NA,"Mexacanthina lugubris","","Dark unicorn whelk","species","adult","Thousand Steps Beach, CA","33.49°N","− 117.739",33.49,"Paper",-117.739,"Paper","2003","","",NA,"Baja California; Prior to the 1970s, the northern range limit of M. l. lugubris was located near Ensenada (Radwin 1974; Becker 2005), approximately two degrees south of its contemporary northern limit. ","","This does not make it clear that they recorded a range extension, but paper 344 says it was, so I'm updating this row so it's attributed to the right source paper. The longitude is also from paper 344; this paper only reported latitude. Date of survey is not recorded but could ask the author. ",""
318,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
319,"Forwards","AF","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
320,"Forwards","AF","Exclude","",NA,NA,TRUE,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
321,"Forwards","AF","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
322,"Forwards","AF","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
323,"Forwards","AF","Exclude","Range extensions reported but no years attached",NA,NA,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
324,"Forwards","AF","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
325,"Forwards","AF","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","had some tropical species with poleward range extensions, but all within Baja",""
326,"Forwards","AF","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
327,"Forwards","AF","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
328,"Forwards","AF","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
329,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
330,"Forwards","AF","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
331,"Forwards","AF","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
332,"Forwards","AF","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
333,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
334,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
335,"Forwards","AF","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
336,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
337,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
338,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
339,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
340,"Forwards","AF","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
341,"Forwards","AF","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
342,"Forwards","AF","Include","",NA,NA,NA,NA,NA,"Eurypon reiswigi","","sponge","","","Kuchenin Pt, Sechelt Inlet, British Columbia","49° 37.060' N","123° 48.229' W",49.6177,"Paper",-123.8038,"Paper","2012","","",NA,"Mexico","","other records after this; I wrote down the first year. opportunistic survey (may have been present but unseen earlier).","Opportunistic"
342,"Forwards","AF","Include","",NA,NA,NA,NA,NA,"Eurypon scruposus","","sponge","","","Christie Islet, Howe Sd, British Columbia","49° 29.919' N","123° 17.985' W",49.4987,"Paper",-123.2998,"Paper","2011","","",NA,"Mexico","","other records after this; I wrote down the first year. opportunistic survey (may have been present but unseen earlier).","Opportunistic"
342,"Forwards","AF","Include","",NA,NA,NA,NA,NA,"Oceanapia polytuba","","sponge","","","Execution Rock Cave, Barkley Sd, British Columbia","48° 49.9' N","125° 10.7' W",48.8317,"Paper",-125.1783,"Paper","1975","","",NA,"Gulf of California","","other records after this; I wrote down the first year. opportunistic survey (may have been present but unseen earlier).","Opportunistic"
342,"Forwards","AF","Include","",NA,NA,NA,NA,NA,"Oceanapia flava","","sponge","","","Sakinaw Rock, Sechelt Inlet, British Columbia","49° 34.005' N","123° 48.194' W",49.5668,"Paper",-123.8032,"Paper","2016","","",NA,"Gulf of California","","other records after this; I wrote down the first year. opportunistic survey (may have been present but unseen earlier).","Opportunistic"
